order_id,customer_name,city,region,category,product,sales,discount_percent,profit,quantity,payment_mode,order_date
1387,Scott Torres,Chennai,North,Furniture,Table,42973.19,21.5,2605.76,7,Card,2024-02-03
1388,Courtney Todd,Trichy,East,Sports,Football,1978.45,7.3,237.81,6,UPI,2025-10-27
1389,Jose Ponce,Tirunelveli,South,Groceries,Milk,8771.4,17.47,848.35,2,Card,2025-10-12
1390,Kelli Tyler,Coimbatore,South,Clothing,T-Shirt,6197.03,8.19,1224.48,6,Cash,2025-03-21
1391,Hannah Burnett MD,Trichy,East,Clothing,Jacket,17551.62,25.15,2222.58,6,Cash,2025-06-04
1392,Andrew Roy,Chennai,North,Groceries,Oil,8824.8,7.7,2045.43,9,Cash,2025-05-15
1393,Jeffrey Freeman,Coimbatore,North,Electronics,Laptop,18407.26,18.07,4493.44,8,Card,2024-03-05
1394,Barbara Bonilla,Coimbatore,North,Furniture,Cupboard,37080.91,15.37,5366.38,6,Net Banking,2024-04-06
1395,Grant Lopez,Salem,North,Clothing,Kurti,41267.02,13.02,3680.88,5,Card,2024-02-11
1396,Timothy Snyder,Salem,North,Clothing,Jeans,20746.8,23.71,4247.61,2,UPI,2025-07-24
1397,Thomas Gonzalez,Tirunelveli,North,Sports,Football,25968.3,21.08,1383.2,10,Card,2024-07-26
1398,Sarah Miller,Tirunelveli,West,Clothing,Jeans,38998.11,10.05,3670.54,3,Card,2025-01-17
1399,James Soto,Tirunelveli,East,Electronics,Mobile,19430.56,13.96,4411.77,3,Cash,2025-01-27
1400,Monica Holt,Tirunelveli,East,Groceries,Snacks,35541.19,20.96,3653.24,10,Cash,2025-05-17
1401,Gregory Thompson,Trichy,South,Clothing,Jeans,49340.95,24.88,7019.79,7,Net Banking,2025-06-30
1402,Kevin Price,Madurai,South,Groceries,Rice,31492.68,13.3,6984.89,6,Cash,2025-01-15
1403,Allison Barnes,Trichy,East,Furniture,Table,8310.51,4.4,877.39,1,Net Banking,2025-05-31
1404,Justin Le,Coimbatore,North,Groceries,Oil,23625.22,24.4,2420.47,5,UPI,2024-05-25
1405,Todd Hardin,Coimbatore,South,Sports,Cricket Bat,40320.48,15.2,3480.15,3,UPI,2024-03-21
1406,Susan Maynard,Madurai,East,Electronics,Smart Watch,7984.05,23.71,1945.92,2,Card,2024-07-24
1407,Jessica Hernandez,Salem,North,Electronics,Headphones,452.96,9.53,111.39,10,Cash,2024-10-13
1408,Lisa Nguyen,Chennai,West,Groceries,Milk,22915.21,2.84,2986.36,8,Card,2025-04-05
1409,Grant Johnson,Chennai,West,Electronics,Smart Watch,43268.77,1.72,4549.48,8,UPI,2024-03-20
1410,Tammy Anderson,Chennai,West,Sports,Cricket Bat,3290.99,26.68,174.83,6,Card,2025-10-11
1411,James Jones,Chennai,East,Groceries,Oil,42412.57,0.32,8439.93,5,Net Banking,2025-07-11
1412,Mrs. Teresa Miller,Tirunelveli,West,Furniture,Cupboard,11898.86,17.24,711.82,9,UPI,2024-04-27
1413,Daniel Bennett,Salem,East,Groceries,Oil,10808.67,24.57,884.89,1,UPI,2024-08-04
1414,Megan Williams,Trichy,North,Clothing,Kurti,38475.91,22.9,4030.02,7,Net Banking,2025-02-01
1415,David Taylor,Coimbatore,West,Clothing,Jeans,39835.67,25.05,8167.67,1,Cash,2024-05-01
1416,Brittany Doyle,Madurai,South,Sports,Cricket Bat,44911.9,11.01,8560.3,8,Net Banking,2025-03-17
1417,Carla Thomas,Tirunelveli,South,Clothing,T-Shirt,21161.53,17.43,1064.32,7,UPI,2025-01-12
1418,Shaun Mcgee,Tirunelveli,South,Clothing,Kurti,44643.33,21.79,7749.81,6,Card,2025-06-23
1419,Ashley Cooper,Chennai,North,Sports,Football,13682.04,9.25,2149.58,5,Cash,2025-06-25
1420,Dennis Duffy DDS,Salem,East,Sports,Shoes,27825.95,4.95,2153.22,6,Card,2024-06-16
1421,Travis Turner,Trichy,West,Groceries,Rice,27855.34,6.99,4899.48,10,UPI,2025-03-17
1422,Christopher Boyd,Coimbatore,West,Furniture,Sofa,4323.41,12.01,985.18,7,Cash,2025-08-20
1423,Denise Ferguson,Coimbatore,South,Furniture,Table,46013.65,13.3,9030.55,3,UPI,2024-03-02
1424,Devin Turner,Salem,West,Clothing,Jeans,40856.51,27.55,7154.84,6,Cash,2024-08-03
1425,Robert Williams,Madurai,West,Sports,Football,8828.51,23.02,669.66,6,Card,2025-07-18
1426,Jessica Roth,Madurai,North,Clothing,T-Shirt,25207.24,0.67,5222.04,7,Card,2025-12-12
1427,Shawn Chavez,Tirunelveli,South,Furniture,Cupboard,5878.66,24.56,868.01,9,Card,2024-06-16
1428,Michael Rogers,Salem,West,Furniture,Table,11147.47,25.1,702.1,4,Card,2024-02-21
1429,Melissa Fernandez,Tirunelveli,East,Sports,Gym Bag,30150.92,25.34,3316.69,3,Cash,2024-03-22
1430,Judy Porter,Salem,North,Clothing,T-Shirt,19503.41,6.91,1766.14,8,UPI,2025-07-26
1431,Jessica Baker,Coimbatore,North,Furniture,Cupboard,21385.31,21.99,1074.33,3,Card,2025-03-23
1432,James Owens,Chennai,East,Furniture,Chair,37888.68,9.1,4982.42,1,Cash,2024-11-14
1433,James Ewing,Madurai,West,Clothing,Jeans,10583.66,29.22,2213.22,7,Net Banking,2025-05-23
1434,Scott Kelley,Salem,North,Electronics,Headphones,20949.48,5.32,4346.83,10,Cash,2025-04-24
1435,Lee Holland,Coimbatore,West,Clothing,T-Shirt,47595.78,5.52,10652.85,4,Cash,2024-02-15
1436,Ronnie Owen,Coimbatore,North,Sports,Football,36824.85,5,7855.42,9,Cash,2024-01-25
1437,Cynthia Schneider,Coimbatore,North,Clothing,T-Shirt,37279.64,19.77,4497.52,2,UPI,2024-11-22
1438,Juan Allen,Coimbatore,West,Sports,Gym Bag,47792.63,23.05,10502.06,5,Net Banking,2025-11-28
1439,Julia Patel,Coimbatore,South,Furniture,Chair,36263.34,9.53,8437.44,6,Card,2025-04-20
1440,Miranda Peters,Salem,East,Groceries,Milk,14554.33,23.22,3620.61,6,Card,2024-04-06
1441,Destiny Clark,Coimbatore,North,Groceries,Oil,1525.36,10.26,326.67,10,UPI,2024-01-30
1442,Daniel Wood,Coimbatore,South,Electronics,Smart Watch,25034.98,5.94,2054.7,4,Card,2024-05-11
1443,Nathan French,Salem,North,Groceries,Rice,15623.15,4.86,2405.22,3,Net Banking,2025-10-28
1444,Jessica Garrett,Madurai,West,Groceries,Rice,9314.84,1.09,478.74,3,UPI,2025-04-10
1445,Christine Johnson,Tirunelveli,North,Groceries,Snacks,48434.65,12.19,9857.85,8,Net Banking,2024-01-28
1446,Marissa Taylor,Tirunelveli,South,Clothing,Jeans,10051.18,18.83,864.42,3,UPI,2024-01-04
1447,David Gilbert,Chennai,North,Electronics,Headphones,29671.54,24.51,7310.86,8,Cash,2025-11-18
1448,Danielle Kelly,Chennai,North,Groceries,Oil,2777.73,14.06,429.62,8,Card,2024-11-14
1449,Jeffrey Parker,Tirunelveli,North,Furniture,Chair,21342.51,7.76,4932.28,10,Card,2025-11-06
1450,Angelica Lynch,Salem,East,Sports,Cricket Bat,17500.91,22.21,900.9,4,Cash,2025-12-26
1451,Brian Sherman,Chennai,West,Furniture,Sofa,26256.34,12.06,3302.6,3,Net Banking,2024-02-05
1452,Mary Lawrence,Madurai,North,Furniture,Table,3605.81,0.26,617.85,8,UPI,2025-08-07
1453,Wendy Gonzalez,Coimbatore,West,Sports,Football,10367.54,19.27,1483.93,9,Cash,2024-07-26
1454,Alejandra Goodwin,Salem,North,Furniture,Sofa,38292.52,14.44,3775.34,10,Cash,2024-08-28
1455,Andrew Barnes,Salem,North,Sports,Shoes,4166.24,18.46,920.72,1,UPI,2024-06-03
1456,Julie Trevino,Trichy,North,Electronics,Headphones,5588.56,6.53,1308.12,1,Net Banking,2025-07-12
1457,Michelle Turner,Madurai,East,Electronics,Laptop,46013.81,9.54,3418.36,6,Net Banking,2025-08-21
1458,Jennifer Ortiz,Trichy,South,Clothing,Jeans,40132.69,4.63,9083.46,3,Card,2024-06-05
1459,Charles Martinez,Madurai,East,Electronics,Smart Watch,5081.75,13.74,782.54,8,UPI,2024-11-15
1460,Elizabeth Miller,Chennai,South,Clothing,Jacket,8738.57,0.16,1051.76,8,UPI,2024-08-11
1461,Brittany Young,Salem,East,Clothing,Jacket,23488.21,25.98,2240.36,6,UPI,2024-04-24
1462,Jonathan Nelson,Tirunelveli,North,Groceries,Oil,40599.48,12.08,9965.72,3,UPI,2025-07-29
1463,Colton Holmes,Madurai,West,Sports,Football,46664,25.89,9909.33,9,Net Banking,2025-05-30
1464,Chelsea Hernandez,Coimbatore,South,Groceries,Snacks,8182.31,1.75,569.73,10,Card,2025-03-15
1465,Joshua Keller,Chennai,North,Electronics,Smart Watch,13111.36,13.62,1109.39,4,Card,2025-11-21
1466,Jason Ballard,Chennai,West,Clothing,Jeans,47019.63,23.91,4515.77,10,Card,2024-09-01
1467,Brandon Lambert,Trichy,West,Clothing,Kurti,23711.74,26.31,1252.63,5,Net Banking,2024-12-14
1468,Maria Davis,Tirunelveli,West,Furniture,Sofa,28100.91,8.8,5900.84,2,Net Banking,2024-01-01
1469,Angela Ward,Trichy,East,Sports,Cricket Bat,9917.57,8.47,1893.17,10,Net Banking,2025-06-20
1470,Sarah Valenzuela,Madurai,South,Clothing,Jacket,6745.29,19.56,627.67,2,Card,2024-02-19
1471,Melissa Vasquez,Trichy,South,Sports,Cricket Bat,3881.12,27.02,777.65,5,UPI,2024-09-17
1472,Lawrence Johnson,Coimbatore,North,Sports,Football,15160.75,27.61,3435.04,6,Net Banking,2024-03-05
1473,Alexander Gates,Madurai,West,Groceries,Rice,12114.39,10.77,2281.53,9,Card,2024-07-23
1474,Randy Johnson,Tirunelveli,East,Electronics,Headphones,33213.5,11.01,6524.32,2,Cash,2024-10-07
1475,Vincent Lopez,Tirunelveli,South,Groceries,Oil,30478.51,5.36,6118.71,2,Card,2025-09-11
1476,Dr. Stanley Reed,Tirunelveli,South,Groceries,Rice,11402.59,2.76,1961.71,5,Card,2025-12-15
1477,Tracy Hughes,Madurai,East,Sports,Shoes,48990.62,20,4090.54,7,UPI,2025-01-30
1478,Faith Jones,Tirunelveli,West,Clothing,Kurti,25699.55,12.28,3789.76,6,Cash,2024-03-26
1479,Brian White,Tirunelveli,South,Furniture,Sofa,28847.91,25.16,2211.07,3,Cash,2024-12-31
1480,David Melton,Trichy,North,Furniture,Sofa,18512,0.49,4206.96,9,Net Banking,2025-05-28
1481,Jordan Hickman,Trichy,North,Groceries,Rice,36690.73,17.74,4719.52,9,Card,2025-01-20
1482,Diamond Mckee,Tirunelveli,West,Clothing,Jacket,14815.87,3.66,2478.17,8,Net Banking,2025-05-05
1483,Benjamin Davis,Trichy,West,Clothing,Kurti,37797.31,27.99,2406.95,5,UPI,2025-02-17
1484,Isaac Anderson,Tirunelveli,North,Groceries,Rice,16763.4,12.97,2413.89,6,Net Banking,2024-10-23
1485,Javier Larson,Trichy,West,Furniture,Table,33892.21,11.85,6318.77,10,UPI,2025-12-25
1486,Mr. Joshua Marquez Jr.,Chennai,East,Groceries,Snacks,37714.7,4.96,7796.92,9,Cash,2025-08-21
1487,Amy Harris,Coimbatore,South,Electronics,Mobile,38623.52,7.8,4941.56,5,Cash,2024-01-16
1488,Alex Clark,Trichy,South,Electronics,Mobile,25068.8,8.93,4959.31,8,UPI,2024-11-12
1489,Rebecca Zuniga,Trichy,South,Groceries,Snacks,45221.23,10.21,10070.04,7,Cash,2025-04-27
1490,Michael Perez,Chennai,West,Clothing,Kurti,41764.33,14.31,7212.8,2,UPI,2025-01-28
1491,Colton Gill,Madurai,West,Clothing,Kurti,36821.24,27.2,6992.73,10,Net Banking,2025-01-28
1492,Roy Wilson,Coimbatore,North,Electronics,Smart Watch,13796.42,24.36,1200.42,7,Card,2025-11-04
1493,Douglas Trujillo,Salem,South,Groceries,Milk,1711.15,8.2,209.59,10,Net Banking,2024-01-21
1494,Jessica Williams,Chennai,West,Sports,Shoes,18825.33,15.43,1338.59,5,UPI,2025-09-23
1495,Joshua Harris,Tirunelveli,East,Furniture,Sofa,37642.08,22.15,2383.05,5,Net Banking,2024-09-05
1496,Shannon Johnson,Salem,South,Electronics,Laptop,25625.86,13.52,6241.05,7,Card,2024-04-07
1497,Gary Carroll,Chennai,West,Clothing,Kurti,34898.63,2.88,6847.26,3,Card,2025-12-29
1498,Holly Ward,Tirunelveli,East,Clothing,Jacket,39977.75,19.55,3878.47,7,Cash,2025-07-10
1499,Kenneth Jackson,Madurai,West,Sports,Cricket Bat,26504.95,12.5,1895.75,7,Card,2024-10-02
1500,Erica Navarro,Madurai,North,Clothing,Jacket,39328.39,26.65,3677.87,9,Cash,2024-02-12
1501,Eric Barrera,Chennai,South,Furniture,Sofa,31347.04,5.96,2984.55,1,Cash,2025-06-13
1502,Wendy Cox,Chennai,West,Electronics,Laptop,19817.73,10.55,3203.5,9,Card,2024-03-23
1503,Laura Murray,Salem,West,Electronics,Mobile,21781.36,12,1849.39,10,Card,2025-06-17
1504,Dylan Moore,Tirunelveli,North,Electronics,Laptop,41240.51,0.5,7325.41,8,UPI,2025-09-04
1505,Herbert Bruce,Madurai,North,Clothing,Jacket,44498.33,24.12,10238.05,5,Cash,2025-08-30
1506,Stephanie Howe,Trichy,South,Clothing,Kurti,8893.92,10.85,1492.7,5,Net Banking,2024-08-04
1507,Brittney Galloway,Coimbatore,North,Furniture,Table,34855.12,21.08,3857.47,9,Card,2024-05-24
1508,Tiffany Perkins,Coimbatore,North,Clothing,Jacket,13671.33,14.33,1345.32,3,Card,2024-01-16
1509,Patrick Snow,Tirunelveli,North,Electronics,Smart Watch,5701.8,3.27,807.97,7,Net Banking,2025-08-04
1510,Gregory Jenkins,Trichy,North,Sports,Shoes,23016.38,5.01,5264.45,1,Net Banking,2024-09-18
1511,David Sherman,Chennai,South,Furniture,Table,6782.51,13.5,946.67,3,Card,2025-09-10
1512,Dawn Hubbard,Trichy,South,Groceries,Rice,2037.78,9.57,403.26,7,Cash,2024-06-23
1513,Mary Hardy,Tirunelveli,North,Groceries,Oil,39439.3,17.57,8524.9,5,Cash,2025-06-21
1514,Jack Clark,Trichy,North,Furniture,Table,33356.23,29.46,5912.27,1,UPI,2025-12-27
1515,Michael Sanchez,Tirunelveli,South,Groceries,Snacks,37283.4,17.99,3553.43,2,Net Banking,2024-09-12
1516,Matthew Thompson,Tirunelveli,North,Furniture,Sofa,35936.77,3.28,3556.15,3,UPI,2025-08-25
1517,Mark Walter,Chennai,East,Sports,Cricket Bat,12895.6,23.93,1256.73,4,Net Banking,2025-05-06
1518,David Vaughn,Madurai,North,Clothing,Jacket,814.47,0.1,55.02,4,Card,2024-10-18
1519,Ryan Leblanc,Chennai,South,Clothing,Jacket,45970.78,27.49,6579.42,2,UPI,2024-05-12
1520,Christopher Larson,Coimbatore,West,Furniture,Chair,12692.47,29.28,1323.35,3,UPI,2025-12-14
1521,Sarah Watkins,Madurai,North,Clothing,T-Shirt,4547.84,19.75,542.65,9,Cash,2025-08-29
1522,Shannon Thomas,Chennai,East,Electronics,Smart Watch,14292.44,11.78,974.66,1,Cash,2024-01-12
1523,Olivia Simmons,Tirunelveli,East,Sports,Shoes,42742.5,18.96,5102.38,6,Cash,2024-11-03
1524,Leslie Lee,Tirunelveli,North,Electronics,Mobile,5605.11,12.57,739.98,8,Net Banking,2024-07-23
1525,Bonnie Lowe,Trichy,North,Groceries,Milk,1902.9,10.68,352.5,10,Card,2024-11-20
1526,David Moreno,Chennai,East,Groceries,Oil,45932.1,20.73,10031.99,1,Card,2025-03-28
1527,Sarah Davis,Salem,North,Electronics,Smart Watch,17560.78,17.94,913.35,7,Net Banking,2025-06-10
1528,Kristen Turner,Salem,East,Groceries,Milk,17671.47,5.55,1024.63,4,Card,2025-09-18
1529,Dana Franco,Salem,West,Groceries,Rice,43773.26,19.16,10185.74,8,UPI,2025-09-27
1530,Bill Williamson,Tirunelveli,West,Groceries,Rice,10137.27,12.69,732.45,3,Net Banking,2025-04-12
1531,Kimberly Wallace,Chennai,West,Sports,Cricket Bat,22663.98,8.27,3186.89,5,Cash,2025-11-22
1532,Jason Thompson,Madurai,North,Sports,Football,29944.41,8.22,6203.3,10,Cash,2025-07-03
1533,Wendy Harris,Madurai,West,Clothing,Jeans,18530.45,0.69,1891.97,1,Net Banking,2025-12-05
1534,Heather Bailey,Trichy,North,Clothing,Kurti,5929.03,19.26,671.73,4,Net Banking,2024-09-21
1535,Allison Carpenter,Tirunelveli,West,Sports,Shoes,19377.89,14.93,1225.56,1,Net Banking,2024-03-19
1536,Eric Farmer,Tirunelveli,West,Clothing,Jeans,29481.21,27.16,1640.45,8,UPI,2025-08-01
1537,Sheila Lucero,Tirunelveli,North,Groceries,Oil,24013.98,16.21,4716.96,4,UPI,2024-02-01
1538,Melissa Jimenez,Madurai,West,Clothing,T-Shirt,44871.43,8.21,6422.66,4,UPI,2024-12-21
1539,Steven Gallegos DVM,Coimbatore,South,Clothing,Jeans,48090.14,27.05,9985.57,10,Net Banking,2024-12-10
1540,Robert Smith,Tirunelveli,West,Electronics,Smart Watch,12495.36,24.39,2097.93,2,UPI,2025-09-22
1541,Ariel Rogers,Salem,South,Clothing,Kurti,40154.44,3.5,8235.76,1,Card,2024-09-29
1542,Joseph Reyes,Trichy,North,Groceries,Milk,25588,5.78,3532.77,2,UPI,2024-03-09
1543,Tracy Green,Salem,North,Groceries,Snacks,14528.15,10.08,2782.01,1,Card,2024-07-11
1544,Lisa Villegas,Salem,East,Sports,Gym Bag,7221.47,12.67,1544.53,3,Cash,2025-11-03
1545,Renee Taylor,Coimbatore,North,Sports,Football,18797.11,16.85,2043.16,2,UPI,2025-02-23
1546,Tracy Espinoza,Tirunelveli,South,Electronics,Headphones,3847.07,0.8,764.8,1,UPI,2025-02-17
1547,Julie Hall,Salem,North,Groceries,Milk,8947.05,24.6,937.93,4,Net Banking,2025-07-27
1548,John Patterson,Trichy,North,Sports,Shoes,37273.88,4.64,5382.08,8,Cash,2024-05-25
1549,Sheryl Lee,Tirunelveli,North,Sports,Cricket Bat,35612.41,4.99,4096.98,6,Cash,2024-05-25
1550,Jodi Perez,Chennai,South,Furniture,Cupboard,18955.11,7.59,3622.6,9,Cash,2024-09-08
1551,Margaret Coleman,Salem,West,Groceries,Oil,7154.85,20.06,1319.84,9,UPI,2025-05-04
1552,Jessica Garza,Chennai,East,Sports,Cricket Bat,2724.12,18.25,566.17,4,Net Banking,2024-04-23
1553,Theodore Ward,Chennai,South,Groceries,Oil,22953.53,13.55,5489.71,10,Card,2024-08-13
1554,Timothy Calhoun,Madurai,West,Clothing,Jacket,17811.82,1.73,4264.28,2,UPI,2024-05-24
1555,Elaine Day,Coimbatore,North,Sports,Cricket Bat,27281.24,9.42,2871.06,9,Card,2025-12-17
1556,Ms. Theresa Cooley DVM,Salem,West,Clothing,Kurti,30497.33,29.44,5987.52,8,Card,2025-11-07
1557,Jacob Ramos,Chennai,South,Groceries,Milk,8609.27,16.35,2143.48,3,UPI,2024-05-09
1558,Leslie Webb,Salem,North,Electronics,Mobile,9431.77,11.7,1888.5,7,Net Banking,2024-11-24
1559,Jodi Kim,Salem,East,Sports,Gym Bag,29739.1,26.94,5038.38,8,UPI,2025-04-09
1560,Jason Simon,Madurai,West,Groceries,Milk,49128.89,13.09,8355.84,6,Net Banking,2025-02-21
1561,Jamie Mcclain,Salem,North,Furniture,Chair,12325.36,8.18,1025.77,9,Net Banking,2025-06-09
1562,Ronald Hamilton,Coimbatore,West,Groceries,Snacks,37270.47,14.21,4153.04,9,Net Banking,2025-10-26
1563,Robert Rocha,Madurai,West,Electronics,Mobile,46472.07,11.99,9313.94,7,UPI,2024-03-01
1564,Kevin Chambers,Coimbatore,East,Electronics,Smart Watch,8945.48,6,2094.13,9,UPI,2025-10-09
1565,Michael Robles,Trichy,East,Electronics,Headphones,6451.74,17.03,1458.35,10,Cash,2025-05-27
1566,Lauren Thomas,Chennai,East,Electronics,Headphones,39988.74,6.55,2285.06,9,Net Banking,2024-05-06
1567,Alexander Weaver,Trichy,West,Clothing,Jeans,9556.96,12.93,754.7,10,UPI,2025-01-14
1568,Daniel Reynolds,Salem,North,Furniture,Chair,46122.01,16.39,6591.58,2,Net Banking,2024-08-10
1569,Whitney Bolton,Coimbatore,East,Clothing,Jacket,47810.26,15.86,2554.71,2,Cash,2025-07-22
1570,Cassandra Lambert,Madurai,East,Sports,Gym Bag,38184.76,4.92,5501.81,10,Cash,2025-09-28
1571,Henry Townsend,Chennai,East,Groceries,Rice,2577.45,9.05,490.48,3,UPI,2025-06-23
1572,Nicole Townsend,Coimbatore,South,Sports,Shoes,848.79,29.01,89.14,4,Net Banking,2025-01-02
1573,Ashley Davis,Madurai,South,Groceries,Snacks,46997.82,0.7,3434.61,5,Net Banking,2024-05-27
1574,Kristen Owens,Salem,West,Clothing,Kurti,36499.19,27.35,6811.05,8,UPI,2024-01-20
1575,Larry Taylor,Trichy,West,Clothing,T-Shirt,32510.14,17.41,6607.26,2,Net Banking,2025-07-07
1576,Eric Mendoza,Salem,South,Furniture,Chair,33476.12,24.06,8273.11,9,Cash,2025-10-12
1577,Katherine Brooks,Madurai,South,Furniture,Chair,29837.67,8.85,6243.78,4,UPI,2025-01-07
1578,Janet Cortez,Salem,West,Groceries,Milk,15914.13,4.96,2407.71,3,Cash,2024-06-21
1579,Emily Martinez,Chennai,North,Electronics,Smart Watch,39605.52,19.71,4256.13,10,UPI,2024-11-14
1580,Robert Little,Salem,West,Clothing,Jacket,47605.12,10.58,3744.47,7,Net Banking,2025-09-10
1581,Jessica Miller,Trichy,North,Sports,Shoes,31632.22,2.4,6345.11,1,Card,2025-10-04
1582,Kimberly Maddox,Madurai,West,Furniture,Chair,32590.17,21.44,2725.1,2,Net Banking,2025-03-18
1583,Michael Williams,Salem,South,Sports,Cricket Bat,31021.39,3.09,4351.85,9,Card,2025-07-31
1584,Fernando Aguilar,Tirunelveli,East,Groceries,Snacks,11656.11,20.14,2236,7,Cash,2025-11-18
1585,Mrs. Patricia Villanueva,Salem,East,Furniture,Sofa,14987.47,3.07,808.26,2,Card,2024-05-14
1586,James Hall,Madurai,East,Clothing,Kurti,3719.74,10.9,621.1,8,UPI,2025-08-23
1587,William Roberts,Chennai,West,Furniture,Table,3012.07,7.38,422.39,4,Net Banking,2025-10-30
1588,Ashley Collins,Chennai,South,Groceries,Milk,13952.36,4.07,2907.52,10,Cash,2025-02-27
1589,Steven Chambers,Madurai,South,Clothing,Kurti,44727.72,29.81,3754.56,7,Card,2025-11-02
1590,Heather Mata,Coimbatore,East,Groceries,Rice,29273.05,19.24,3362.91,9,Net Banking,2024-02-23
1591,Tanner Livingston,Salem,South,Sports,Cricket Bat,49026.37,8.65,7825.14,10,Card,2024-10-26
1592,Luis Gutierrez,Madurai,East,Electronics,Mobile,37720.14,3.37,2829.75,3,Net Banking,2025-01-18
1593,Mark Goodman,Chennai,South,Furniture,Table,18752.19,11.07,2246.4,2,UPI,2025-06-30
1594,Nicholas Lee,Chennai,West,Clothing,Jeans,41031.17,17.9,5625.59,8,UPI,2024-11-26
1595,Lisa Maxwell,Trichy,North,Electronics,Smart Watch,39752.29,16.13,8900.09,8,Cash,2024-12-18
1596,Steven White,Salem,West,Furniture,Sofa,33409.34,15.82,3171.3,9,Card,2025-03-17
1597,Ryan Robles,Madurai,West,Furniture,Sofa,22514.39,0.71,4641.94,9,Net Banking,2025-11-09
1598,Jessica Daniels,Madurai,South,Sports,Football,30866.51,3.66,3517.76,2,Net Banking,2024-12-10
1599,Elizabeth Sanchez,Tirunelveli,West,Electronics,Smart Watch,43824.83,14.14,7498.88,7,Card,2024-05-29
1600,Tiffany Nguyen,Salem,South,Sports,Gym Bag,41766.87,2.25,3015.33,5,UPI,2025-09-10
1601,Gary Mitchell,Chennai,East,Electronics,Laptop,37775.32,16.81,6433.19,2,Cash,2024-07-07
1602,Amy Gilbert,Madurai,South,Sports,Cricket Bat,37271.52,28.7,2428.8,2,Net Banking,2024-08-18
1603,Paula Hill,Coimbatore,North,Clothing,T-Shirt,44177.11,1.75,9938.93,8,UPI,2025-03-29
1604,Michelle White,Trichy,South,Sports,Gym Bag,35131.37,28.39,7567.02,1,Cash,2024-10-09
1605,Emily Kelly,Trichy,East,Clothing,T-Shirt,4724.2,7,343.04,10,Cash,2024-06-28
1606,Jonathan Clark,Chennai,West,Electronics,Laptop,16625.53,16.23,1900.6,6,Cash,2024-10-16
1607,Veronica Page,Coimbatore,West,Electronics,Laptop,19927.7,13.91,2600.42,8,UPI,2025-08-21
1608,Michael Mcgrath,Salem,South,Groceries,Rice,23903.12,19.02,3773.02,8,UPI,2024-04-02
1609,Michael Ortega,Chennai,West,Clothing,T-Shirt,27025.05,3.26,5641.69,2,Cash,2025-06-18
1610,Samuel Lane,Coimbatore,West,Clothing,Jacket,22232.94,28.97,1748.04,1,Cash,2025-01-15
1611,Randy Nash,Coimbatore,West,Groceries,Rice,22936.4,10.23,1258.61,4,UPI,2025-02-05
1612,Matthew Adams,Chennai,North,Clothing,Kurti,11661.34,6.62,2380.01,8,Cash,2024-05-24
1613,Ryan Christian,Tirunelveli,South,Clothing,Jeans,27880.04,9.72,6546.07,9,UPI,2025-05-28
1614,Matthew Thomas,Coimbatore,North,Sports,Cricket Bat,23716.91,28.48,3632.16,3,Net Banking,2025-06-20
1615,Lisa Cannon,Coimbatore,North,Furniture,Table,37157.5,19.41,8187.77,2,Net Banking,2024-08-25
1616,Jason Greene,Trichy,North,Furniture,Sofa,41523.35,6.08,9190.62,4,Card,2024-06-09
1617,Debra Mills,Madurai,East,Furniture,Cupboard,12123.86,3.52,1035.43,3,Cash,2024-01-21
1618,Scott Peterson,Salem,West,Sports,Cricket Bat,23800.51,8.32,2409.22,5,Net Banking,2024-11-19
1619,William Mercado,Coimbatore,East,Groceries,Snacks,32766.03,29.29,4689.31,2,UPI,2025-12-11
1620,Robyn Harris,Madurai,North,Electronics,Laptop,6209.95,8.65,1377.72,9,Net Banking,2025-01-22
1621,Christina Ibarra,Salem,East,Clothing,Kurti,14972.26,13,1476.76,1,Cash,2025-04-21
1622,Mariah Baird,Trichy,South,Furniture,Table,17117.1,26.68,1122.62,1,UPI,2024-06-14
1623,Sarah Walker,Salem,East,Electronics,Mobile,9783.4,11.55,1360.61,5,Card,2024-06-03
1624,Michael Chavez,Madurai,South,Groceries,Rice,40423.37,8.74,3014.63,9,Net Banking,2024-08-27
1625,Edward White,Salem,North,Groceries,Rice,42127.56,22.93,5971.7,4,Net Banking,2025-07-26
1626,Deanna Wilson,Tirunelveli,East,Furniture,Sofa,37171.84,7.32,8304.64,7,Net Banking,2025-01-10
1627,Riley Campos,Salem,West,Sports,Gym Bag,40341.26,10.94,9746.7,7,UPI,2024-03-31
1628,Tanya Ray,Trichy,North,Clothing,T-Shirt,17829.64,20.3,2398.17,10,Net Banking,2024-07-04
1629,Laura Cook,Coimbatore,North,Sports,Gym Bag,1952.21,20.53,334.97,8,UPI,2024-11-07
1630,Teresa Williams,Chennai,South,Electronics,Headphones,34777.01,16.6,8049.92,1,Cash,2024-07-16
1631,Franklin Rice,Madurai,North,Electronics,Smart Watch,35726.53,18.19,8164.62,7,Card,2025-02-18
1632,Whitney Ho,Chennai,North,Groceries,Snacks,35890.49,1.72,3542.79,1,UPI,2025-05-20
1633,Susan Holmes DDS,Trichy,South,Sports,Shoes,17935.88,21.4,1365.92,8,Card,2025-06-24
1634,Rebecca Hopkins,Chennai,West,Sports,Football,38557.1,5.11,8248.25,10,Card,2025-06-27
1635,Julie Hart,Salem,West,Clothing,T-Shirt,33166.79,29.68,2077.28,1,Cash,2025-10-02
